id,ra,nome,fase,ano,inde,pedra,ian,ida,ieg,iaa,ips,ipp,ipv,defasagem
249,RA-249,Aluno-249,3,2022,5.097,Quartzo,5.0,2.9,7.4,6.7,5.0,,4.292,-1
250,RA-250,Aluno-250,3,2022,7.958,Ametista,10.0,6.6,8.6,8.3,7.5,,7.625,0
251,RA-251,Aluno-251,3,2022,7.022,Ágata,5.0,6.3,8.1,10.0,5.6,,6.625,-2
252,RA-252,Aluno-252,3,2022,4.277,Quartzo,5.0,0.9,2.8,9.2,7.5,,3.875,-1
253,RA-253,Aluno-253,3,2022,4.312,Quartzo,5.0,1.8,3.6,9.2,5.0,,3.75,-2
254,RA-254,Aluno-254,3,2022,6.715,Ágata,5.0,5.3,7.4,10.0,5.6,,6.917,-1
255,RA-255,Aluno-255,3,2022,4.563,Quartzo,5.0,1.3,3.8,7.5,5.0,,5.542,-1
256,RA-256,Aluno-256,3,2022,7.192,Ametista,10.0,5.2,8.5,8.8,5.0,,6.708,0
257,RA-257,Aluno-257,3,2022,5.149,Quartzo,5.0,3.6,6.4,0.0,5.6,,6.708,-1
258,RA-258,Aluno-258,3,2022,6.926,Ágata,10.0,4.8,7.3,10.0,5.6,,6.125,0
259,RA-259,Aluno-259,3,2022,4.182,Quartzo,2.5,0.9,2.9,8.8,7.5,,4.625,-3
260,RA-260,Aluno-260,3,2022,7.44,Ametista,10.0,5.0,8.2,10.0,7.5,,6.458,0
261,RA-261,Aluno-261,3,2022,6.763,Ágata,5.0,5.8,7.2,8.8,5.6,,7.042,-1
262,RA-262,Aluno-262,3,2022,4.786,Quartzo,5.0,3.4,5.8,0.0,5.6,,5.625,-2
263,RA-263,Aluno-263,3,2022,5.319,Quartzo,5.0,3.7,5.6,5.8,7.5,,4.417,-2
264,RA-264,Aluno-264,3,2022,7.087,Ametista,5.0,5.8,9.2,10.0,5.6,,6.625,-2
265,RA-265,Aluno-265,3,2022,7.926,Ametista,10.0,6.9,7.7,8.3,7.5,,7.917,0
266,RA-266,Aluno-266,3,2022,5.987,Quartzo,2.5,6.0,5.8,7.5,5.6,,6.583,-3
267,RA-267,Aluno-267,3,2022,6.012,Ágata,5.0,3.3,7.4,10.0,5.0,,6.292,-2
268,RA-268,Aluno-268,3,2022,6.695,Ágata,5.0,5.7,6.7,9.2,6.3,,7.208,-1
269,RA-269,Aluno-269,3,2022,8.231,Topázio,10.0,8.9,8.6,9.2,6.3,,7.25,0
270,RA-270,Aluno-270,3,2022,8.226,Topázio,10.0,7.9,8.4,8.3,6.9,,8.125,0
271,RA-271,Aluno-271,3,2022,7.255,Ametista,5.0,7.1,8.5,9.2,5.6,,6.958,-2
272,RA-272,Aluno-272,3,2022,6.361,Ágata,5.0,5.1,5.7,9.2,7.5,,6.417,-1
273,RA-273,Aluno-273,3,2022,5.679,Quartzo,5.0,3.0,5.3,9.2,7.5,,5.833,-1
274,RA-274,Aluno-274,3,2022,7.946,Ametista,10.0,8.1,8.3,7.9,7.5,,7.0,1
275,RA-275,Aluno-275,3,2022,6.665,Ágata,5.0,4.6,6.9,9.6,7.5,,6.667,-2
276,RA-276,Aluno-276,3,2022,5.527,Quartzo,5.0,4.3,5.7,7.1,5.6,,5.125,-1
277,RA-277,Aluno-277,3,2022,7.411,Ametista,5.0,7.4,8.8,7.1,7.5,,7.208,-1
278,RA-278,Aluno-278,3,2022,7.741,Ametista,10.0,6.0,9.2,8.8,5.6,,7.417,0
279,RA-279,Aluno-279,3,2022,8.815,Topázio,10.0,9.1,9.9,9.2,6.3,,8.208,0
280,RA-280,Aluno-280,3,2022,8.046,Ametista,10.0,7.1,9.2,7.5,7.5,,7.333,0
281,RA-281,Aluno-281,3,2022,6.806,Ágata,10.0,5.9,6.9,6.7,7.5,,5.625,0
282,RA-282,Aluno-282,3,2022,6.618,Ágata,10.0,4.0,6.8,8.8,7.5,,5.625,0
283,RA-283,Aluno-283,3,2022,7.131,Ametista,5.0,5.6,8.8,9.6,7.5,,6.625,-1
284,RA-284,Aluno-284,3,2022,5.939,Quartzo,10.0,3.8,5.1,6.7,5.6,,5.958,0
285,RA-285,Aluno-285,3,2022,5.063,Quartzo,2.5,2.8,4.1,9.2,7.5,,5.75,-3
286,RA-286,Aluno-286,3,2022,5.424,Quartzo,5.0,3.0,5.8,7.1,6.3,,5.625,-2
287,RA-287,Aluno-287,3,2022,3.7,Quartzo,2.5,1.1,3.4,7.9,5.0,,4.292,-4
288,RA-288,Aluno-288,3,2022,4.097,Quartzo,2.5,0.0,5.6,0.0,6.3,,6.833,-3
289,RA-289,Aluno-289,3,2022,6.236,Ágata,5.0,6.8,7.8,0.0,6.3,,7.25,-1
290,RA-290,Aluno-290,3,2022,4.929,Quartzo,2.5,1.7,3.9,10.0,6.3,,6.042,-4
291,RA-291,Aluno-291,3,2022,8.122,Topázio,10.0,8.0,8.2,8.3,6.9,,7.792,0
292,RA-292,Aluno-292,3,2022,4.837,Quartzo,2.5,1.8,3.7,7.9,7.5,,6.292,-3
293,RA-293,Aluno-293,3,2022,4.875,Quartzo,10.0,2.3,2.9,8.8,7.5,,3.333,0
294,RA-294,Aluno-294,3,2022,5.031,Quartzo,2.5,0.0,5.8,9.6,7.5,,5.917,-5
295,RA-295,Aluno-295,3,2022,7.305,Ametista,5.0,6.9,8.0,7.9,7.5,,7.375,-1
296,RA-296,Aluno-296,3,2022,4.665,Quartzo,5.0,2.8,3.6,8.8,7.5,,3.833,-2
297,RA-297,Aluno-297,3,2022,7.478,Ametista,10.0,6.6,7.9,7.1,6.3,,7.417,0
298,RA-298,Aluno-298,3,2022,6.409,Ágata,10.0,5.2,6.3,9.2,5.6,,5.417,0
299,RA-299,Aluno-299,3,2022,7.278,Ametista,10.0,6.8,8.2,7.1,5.0,,6.708,0
300,RA-300,Aluno-300,3,2022,5.557,Quartzo,5.0,3.1,6.9,5.4,6.3,,5.875,-1
301,RA-301,Aluno-301,3,2022,6.802,Ágata,10.0,6.3,5.8,8.8,5.6,,6.042,0
302,RA-302,Aluno-302,3,2022,6.334,Ágata,2.5,4.8,7.7,9.2,6.9,,6.208,-3
303,RA-303,Aluno-303,3,2022,6.03,Ágata,5.0,3.9,7.2,7.5,7.5,,5.375,-1
304,RA-304,Aluno-304,3,2022,6.355,Ágata,5.0,4.3,7.7,8.8,7.5,,5.542,-2
305,RA-305,Aluno-305,3,2022,6.058,Ágata,5.0,4.8,6.6,7.9,7.5,,5.208,-1
306,RA-306,Aluno-306,3,2022,6.427,Ágata,5.0,5.2,6.8,8.3,7.5,,5.958,-1
307,RA-307,Aluno-307,3,2022,4.733,Quartzo,5.0,2.5,4.5,5.4,7.5,,4.708,-1
308,RA-308,Aluno-308,3,2022,6.93,Ágata,10.0,5.0,7.4,7.9,6.9,,6.167,0
309,RA-309,Aluno-309,3,2022,6.151,Ágata,5.0,6.5,5.2,9.2,7.5,,5.083,-1
310,RA-310,Aluno-310,3,2022,6.4,Ágata,5.0,4.5,7.5,7.9,7.5,,6.0,-2
311,RA-311,Aluno-311,3,2022,5.652,Quartzo,2.5,5.2,5.6,7.9,5.0,,6.222,-3
312,RA-312,Aluno-312,3,2022,7.339,Ametista,10.0,5.2,8.1,9.6,7.5,,6.167,0
313,RA-313,Aluno-313,3,2022,5.8,Quartzo,5.0,4.1,7.0,7.5,5.0,,5.889,-1
314,RA-314,Aluno-314,3,2022,6.1,Ágata,10.0,5.3,5.4,5.4,5.0,,6.0,0
315,RA-315,Aluno-315,3,2022,5.672,Quartzo,10.0,3.0,5.1,6.7,7.5,,5.056,0
316,RA-316,Aluno-316,3,2022,7.889,Ametista,5.0,6.1,10.0,10.0,6.9,,8.389,-1
317,RA-317,Aluno-317,3,2022,7.04,Ametista,10.0,6.8,5.6,8.8,7.5,,5.944,0
318,RA-318,Aluno-318,3,2022,6.527,Ágata,5.0,5.8,6.9,8.3,6.9,,6.111,-1
319,RA-319,Aluno-319,3,2022,7.448,Ametista,10.0,5.2,7.7,9.2,7.5,,7.5,0
320,RA-320,Aluno-320,3,2022,7.897,Ametista,5.0,6.4,10.0,8.8,6.9,,8.667,-1
321,RA-321,Aluno-321,3,2022,7.792,Ametista,10.0,5.2,9.1,9.2,5.6,,8.278,0
322,RA-322,Aluno-322,3,2022,6.859,Ágata,10.0,4.7,8.1,7.1,5.0,,6.778,0
323,RA-323,Aluno-323,3,2022,6.86,Ágata,10.0,3.4,7.3,9.2,7.5,,6.611,0
324,RA-324,Aluno-324,2,2022,8.27,Topázio,10.0,6.8,9.3,10.0,6.9,,8.611,0
325,RA-325,Aluno-325,2,2022,7.619,Ametista,10.0,6.0,6.8,9.5,7.5,,8.444,0
326,RA-326,Aluno-326,2,2022,8.22,Topázio,5.0,9.0,9.7,10.0,5.0,,8.944,-1
327,RA-327,Aluno-327,2,2022,6.986,Ágata,10.0,2.8,8.8,8.5,7.5,,7.333,0
328,RA-328,Aluno-328,2,2022,6.823,Ágata,5.0,5.3,7.0,10.0,7.5,,7.5,-1
329,RA-329,Aluno-329,2,2022,6.313,Ágata,10.0,5.0,6.9,7.4,4.4,,5.778,0
330,RA-330,Aluno-330,2,2022,6.446,Ágata,5.0,2.5,8.8,9.5,7.5,,7.056,-2
331,RA-331,Aluno-331,2,2022,6.636,Ágata,5.0,3.7,8.7,9.0,7.5,,6.944,-1
332,RA-332,Aluno-332,2,2022,7.883,Ametista,5.0,7.5,9.0,9.5,8.1,,8.5,-1
333,RA-333,Aluno-333,2,2022,5.249,Quartzo,5.0,2.9,5.8,8.0,3.8,,6.722,-2
334,RA-334,Aluno-334,2,2022,7.961,Ametista,10.0,8.0,9.2,6.9,4.4,,8.722,0
335,RA-335,Aluno-335,2,2022,7.902,Ametista,10.0,7.4,9.4,9.5,7.5,,6.833,0
336,RA-336,Aluno-336,2,2022,6.787,Ágata,5.0,5.1,8.5,9.5,4.4,,7.889,-1
337,RA-337,Aluno-337,2,2022,7.914,Ametista,10.0,5.8,9.3,10.0,7.5,,7.611,0
338,RA-338,Aluno-338,2,2022,6.837,Ágata,5.0,5.8,7.3,8.5,7.5,,7.611,-1
339,RA-339,Aluno-339,2,2022,8.488,Topázio,10.0,8.1,9.9,6.9,7.5,,8.889,0
340,RA-340,Aluno-340,2,2022,7.721,Ametista,10.0,6.5,8.2,9.0,7.5,,7.667,0
341,RA-341,Aluno-341,2,2022,6.854,Ágata,5.0,5.8,7.7,8.0,7.5,,7.5,-1
342,RA-342,Aluno-342,2,2022,6.941,Ágata,5.0,6.6,6.7,9.0,7.5,,7.5,-2
343,RA-343,Aluno-343,2,2022,6.9,Ágata,5.0,5.9,7.4,9.5,7.5,,7.167,-2
344,RA-344,Aluno-344,2,2022,7.263,Ametista,10.0,4.5,8.3,8.5,7.5,,7.5,0
345,RA-345,Aluno-345,2,2022,5.75,Quartzo,5.0,3.6,5.4,9.5,5.6,,6.667,-1
346,RA-346,Aluno-346,2,2022,8.143,Topázio,10.0,7.0,9.1,10.0,7.5,,7.889,0
347,RA-347,Aluno-347,2,2022,7.908,Ametista,5.0,8.5,10.0,9.0,5.6,,8.0,-1
348,RA-348,Aluno-348,2,2022,5.864,Quartzo,5.0,1.8,8.7,9.0,7.5,,5.833,-1
349,RA-349,Aluno-349,2,2022,5.658,Quartzo,5.0,3.7,7.7,9.5,7.5,,3.944,-1
350,RA-350,Aluno-350,2,2022,8.206,Topázio,10.0,6.5,8.8,10.0,7.5,,8.611,0
351,RA-351,Aluno-351,2,2022,6.622,Ágata,5.0,4.0,7.2,9.0,7.5,,8.111,-2
352,RA-352,Aluno-352,2,2022,7.834,Ametista,10.0,7.0,8.1,9.0,5.6,,8.389,0
353,RA-353,Aluno-353,2,2022,8.264,Topázio,10.0,7.5,10.0,7.0,7.5,,8.444,0
354,RA-354,Aluno-354,2,2022,5.858,Quartzo,5.0,4.5,4.3,8.5,7.5,,7.333,-1
355,RA-355,Aluno-355,2,2022,5.379,Quartzo,5.0,4.5,5.0,5.8,7.5,,6.056,-1
356,RA-356,Aluno-356,2,2022,6.69,Ágata,5.0,4.6,8.4,10.0,5.0,,8.278,-1
357,RA-357,Aluno-357,2,2022,7.836,Ametista,5.0,8.5,9.6,8.0,7.5,,7.778,-1
358,RA-358,Aluno-358,2,2022,5.412,Quartzo,5.0,0.0,6.5,7.5,7.5,,7.556,-1
359,RA-359,Aluno-359,2,2022,6.606,Ágata,5.0,4.6,7.0,9.0,7.5,,7.5,-1
360,RA-360,Aluno-360,2,2022,7.075,Ametista,5.0,5.2,8.5,9.5,7.5,,7.5,-1
361,RA-361,Aluno-361,2,2022,6.731,Ágata,5.0,5.0,9.2,7.9,6.3,,6.778,-1
362,RA-362,Aluno-362,2,2022,7.413,Ametista,5.0,7.9,7.9,8.5,7.5,,7.5,-1
363,RA-363,Aluno-363,2,2022,6.644,Ágata,5.0,2.0,10.0,10.0,6.9,,7.056,-1
364,RA-364,Aluno-364,2,2022,8.75,Topázio,10.0,8.8,10.0,9.5,7.5,,8.167,0
365,RA-365,Aluno-365,2,2022,8.063,Topázio,10.0,7.8,10.0,8.0,5.0,,7.833,0
366,RA-366,Aluno-366,2,2022,7.181,Ametista,5.0,5.5,9.4,9.5,7.5,,6.833,-1
367,RA-367,Aluno-367,2,2022,6.95,Ágata,5.0,6.7,7.4,8.5,6.3,,7.5,-1
368,RA-368,Aluno-368,2,2022,6.969,Ágata,5.0,7.3,7.9,8.0,5.0,,7.5,-1
369,RA-369,Aluno-369,2,2022,6.973,Ágata,10.0,4.8,6.9,9.0,7.5,,6.889,0
370,RA-370,Aluno-370,2,2022,7.066,Ametista,5.0,7.2,8.2,8.5,5.0,,7.611,-1
371,RA-371,Aluno-371,2,2022,8.112,Topázio,10.0,8.4,8.0,9.5,6.9,,7.667,0
372,RA-372,Aluno-372,2,2022,7.304,Ametista,10.0,7.8,5.5,8.5,6.9,,7.389,0
373,RA-373,Aluno-373,2,2022,7.503,Ametista,10.0,7.3,9.5,6.4,5.0,,6.944,0
374,RA-374,Aluno-374,2,2022,7.747,Ametista,5.0,6.9,9.8,9.0,7.5,,7.944,-1
375,RA-375,Aluno-375,2,2022,7.831,Ametista,10.0,5.4,9.5,9.0,7.5,,7.667,0
376,RA-376,Aluno-376,2,2022,6.957,Ágata,5.0,4.3,9.0,9.0,7.5,,7.5,-1
377,RA-377,Aluno-377,2,2022,6.743,Ágata,5.0,6.2,7.7,9.0,5.6,,6.833,-1
378,RA-378,Aluno-378,2,2022,7.203,Ametista,5.0,8.1,6.8,9.0,5.6,,7.889,-1
379,RA-379,Aluno-379,2,2022,6.722,Ágata,5.0,5.0,8.1,8.5,7.5,,6.778,-1
380,RA-380,Aluno-380,2,2022,4.556,Quartzo,5.0,2.5,4.4,7.9,5.0,,4.833,-1
381,RA-381,Aluno-381,2,2022,6.454,Ágata,5.0,3.3,8.3,9.0,6.9,,6.944,-1
382,RA-382,Aluno-382,2,2022,6.777,Ágata,5.0,5.4,7.7,9.0,6.3,,7.333,-2
383,RA-383,Aluno-383,2,2022,8.4,Topázio,10.0,8.1,9.6,9.0,7.5,,7.778,0
384,RA-384,Aluno-384,2,2022,7.558,Ametista,5.0,8.1,8.4,9.0,6.3,,8.0,-1
385,RA-385,Aluno-385,2,2022,6.083,Ágata,5.0,4.9,7.5,7.4,5.0,,6.5,-1
386,RA-386,Aluno-386,2,2022,6.104,Ágata,5.0,4.0,5.9,10.0,5.6,,7.222,-1
387,RA-387,Aluno-387,2,2022,6.323,Ágata,5.0,3.7,8.2,7.0,7.5,,6.833,-1
388,RA-388,Aluno-388,2,2022,6.654,Ágata,5.0,4.5,8.5,7.9,5.6,,7.722,-2
389,RA-389,Aluno-389,2,2022,7.184,Ametista,10.0,3.5,8.9,8.0,7.5,,7.556,0
390,RA-390,Aluno-390,2,2022,6.776,Ágata,5.0,4.7,8.8,7.4,6.3,,7.722,-1
391,RA-391,Aluno-391,2,2022,7.117,Ametista,5.0,5.1,8.1,10.0,7.5,,8.056,-1
392,RA-392,Aluno-392,2,2022,6.418,Ágata,5.0,4.8,8.8,9.5,5.6,,6.778,-2
393,RA-393,Aluno-393,2,2022,5.518,Quartzo,2.5,4.6,5.4,10.0,5.0,,6.778,-4
394,RA-394,Aluno-394,2,2022,7.897,Ametista,10.0,5.9,8.6,9.5,7.5,,8.444,0
395,RA-395,Aluno-395,2,2022,7.683,Ametista,10.0,4.9,8.9,9.0,7.5,,8.333,0
396,RA-396,Aluno-396,2,2022,6.556,Ágata,5.0,5.6,8.0,9.0,6.3,,6.556,-1
397,RA-397,Aluno-397,2,2022,5.852,Quartzo,5.0,2.8,5.7,9.0,6.9,,7.167,-2
398,RA-398,Aluno-398,2,2022,7.742,Ametista,10.0,5.5,9.3,9.0,7.5,,7.5,0
399,RA-399,Aluno-399,2,2022,6.58,Ágata,5.0,4.3,9.3,6.8,5.6,,7.5,-1
400,RA-400,Aluno-400,2,2022,6.042,Ágata,5.0,1.7,8.5,9.0,5.0,,7.444,-2
401,RA-401,Aluno-401,2,2022,6.645,Ágata,5.0,4.3,9.6,6.9,7.5,,6.722,-1
402,RA-402,Aluno-402,2,2022,5.261,Quartzo,5.0,3.0,3.7,9.0,5.0,,7.222,-1
403,RA-403,Aluno-403,2,2022,7.455,Ametista,5.0,6.3,9.3,9.5,7.5,,7.5,-1
404,RA-404,Aluno-404,2,2022,6.658,Ágata,5.0,5.3,7.3,9.0,7.5,,6.944,-1
405,RA-405,Aluno-405,2,2022,5.661,Quartzo,5.0,3.3,6.2,9.5,5.0,,6.0,-1
406,RA-406,Aluno-406,2,2022,7.496,Ametista,5.0,6.6,9.5,9.5,7.5,,7.333,-1
407,RA-407,Aluno-407,2,2022,7.195,Ametista,5.0,6.0,9.3,8.5,7.5,,7.056,-1
408,RA-408,Aluno-408,2,2022,6.725,Ágata,5.0,3.3,9.7,8.0,7.5,,7.333,-1
409,RA-409,Aluno-409,2,2022,8.15,Topázio,10.0,7.8,9.7,7.9,7.5,,7.5,0
410,RA-410,Aluno-410,2,2022,5.675,Quartzo,5.0,2.0,6.5,7.4,6.3,,7.444,-2
411,RA-411,Aluno-411,2,2022,7.232,Ametista,5.0,7.1,8.6,6.4,7.5,,7.833,-1
412,RA-412,Aluno-412,2,2022,7.556,Ametista,5.0,7.3,9.0,8.5,7.5,,7.778,-1
413,RA-413,Aluno-413,2,2022,6.408,Ágata,5.0,4.7,8.7,6.4,5.6,,7.056,-1
414,RA-414,Aluno-414,2,2022,7.284,Ametista,5.0,5.9,9.3,8.0,7.5,,7.667,-1
415,RA-415,Aluno-415,2,2022,7.695,Ametista,10.0,6.2,8.3,8.0,7.5,,8.056,0
416,RA-416,Aluno-416,2,2022,7.913,Ametista,5.0,7.2,9.3,9.5,8.8,,8.222,-1
417,RA-417,Aluno-417,2,2022,8.428,Topázio,5.0,8.0,10.0,10.0,7.5,,9.556,-1
418,RA-418,Aluno-418,2,2022,8.175,Topázio,10.0,7.5,9.4,8.0,7.5,,8.222,0
419,RA-419,Aluno-419,2,2022,7.359,Ametista,5.0,6.9,9.2,7.5,5.6,,8.389,-1
420,RA-420,Aluno-420,2,2022,7.461,Ametista,10.0,4.5,9.0,9.5,5.6,,8.0,0
421,RA-421,Aluno-421,2,2022,8.717,Topázio,10.0,8.8,9.3,8.5,7.5,,9.111,0
422,RA-422,Aluno-422,2,2022,6.746,Ágata,5.0,2.5,10.0,8.5,7.5,,7.5,-1
423,RA-423,Aluno-423,2,2022,6.647,Ágata,5.0,2.3,9.6,8.4,7.5,,7.667,-1
424,RA-424,Aluno-424,2,2022,7.94,Ametista,5.0,7.5,10.0,9.0,7.5,,8.222,-1
425,RA-425,Aluno-425,2,2022,8.117,Topázio,5.0,9.0,10.0,9.0,7.5,,7.5,-1
426,RA-426,Aluno-426,2,2022,6.35,Ágata,5.0,4.6,6.5,9.0,7.5,,7.111,-2
427,RA-427,Aluno-427,2,2022,6.245,Ágata,5.0,2.5,8.5,8.0,7.5,,6.778,-1
428,RA-428,Aluno-428,2,2022,7.683,Ametista,5.0,9.5,8.7,6.8,7.5,,7.111,-1
429,RA-429,Aluno-429,2,2022,5.811,Quartzo,5.0,2.7,5.3,10.0,7.5,,6.611,-1
430,RA-430,Aluno-430,2,2022,7.585,Ametista,5.0,8.5,8.6,9.5,7.5,,6.611,-1
431,RA-431,Aluno-431,2,2022,7.175,Ametista,10.0,4.5,8.1,9.0,7.5,,6.778,0
432,RA-432,Aluno-432,2,2022,6.34,Ágata,5.0,5.1,6.8,10.0,5.0,,6.611,-2
433,RA-433,Aluno-433,2,2022,5.557,Quartzo,5.0,2.6,7.3,8.5,5.0,,5.778,-1
434,RA-434,Aluno-434,2,2022,7.403,Ametista,10.0,5.7,8.1,9.0,7.5,,6.778,0
435,RA-435,Aluno-435,2,2022,6.599,Ágata,10.0,4.7,6.2,7.9,7.5,,6.444,0
436,RA-436,Aluno-436,2,2022,6.687,Ágata,10.0,2.0,8.1,9.5,7.5,,6.611,0
437,RA-437,Aluno-437,2,2022,6.875,Ágata,5.0,5.8,8.3,8.5,7.5,,6.611,-1
438,RA-438,Aluno-438,2,2022,7.764,Ametista,10.0,7.3,8.7,8.0,7.5,,6.889,0
439,RA-439,Aluno-439,2,2022,5.519,Quartzo,5.0,2.3,4.9,9.0,7.5,,6.5,-1
440,RA-440,Aluno-440,2,2022,7.329,Ametista,10.0,5.5,9.0,9.5,6.9,,5.833,0
441,RA-441,Aluno-441,2,2022,8.188,Topázio,10.0,8.0,7.9,9.0,7.5,,8.333,0
442,RA-442,Aluno-442,2,2022,8.226,Topázio,10.0,7.5,8.2,10.0,7.5,,8.222,0
443,RA-443,Aluno-443,2,2022,7.482,Ametista,5.0,5.6,9.1,9.0,7.5,,8.5,-1
444,RA-444,Aluno-444,2,2022,6.665,Ágata,10.0,3.1,7.2,9.0,5.0,,7.778,0
445,RA-445,Aluno-445,2,2022,6.924,Ágata,5.0,3.8,9.4,9.0,7.5,,7.5,-1
446,RA-446,Aluno-446,2,2022,7.367,Ametista,5.0,6.9,8.9,9.5,5.0,,7.889,-1
447,RA-447,Aluno-447,2,2022,5.607,Quartzo,10.0,3.5,7.0,0.0,7.5,,5.556,0
448,RA-448,Aluno-448,2,2022,7.972,Ametista,10.0,5.5,9.7,9.0,7.5,,8.111,0
449,RA-449,Aluno-449,2,2022,6.143,Ágata,5.0,7.0,6.0,0.0,7.5,,8.111,-1
450,RA-450,Aluno-450,2,2022,7.843,Ametista,5.0,7.5,9.1,10.0,7.5,,8.111,-1
451,RA-451,Aluno-451,2,2022,6.434,Ágata,5.0,6.1,6.0,9.0,6.3,,6.889,-1
452,RA-452,Aluno-452,2,2022,6.287,Ágata,5.0,4.8,5.6,9.0,7.5,,7.167,-1
453,RA-453,Aluno-453,2,2022,7.845,Ametista,5.0,8.8,8.7,9.0,7.5,,7.778,-1
454,RA-454,Aluno-454,2,2022,5.561,Quartzo,5.0,2.3,8.6,9.5,5.0,,5.444,-2
455,RA-455,Aluno-455,2,2022,6.876,Ágata,5.0,6.3,7.9,7.0,7.5,,7.278,-1
456,RA-456,Aluno-456,2,2022,7.193,Ametista,5.0,7.3,8.2,6.4,6.3,,8.389,-1
457,RA-457,Aluno-457,2,2022,7.68,Ametista,5.0,8.5,8.8,8.0,7.5,,7.667,-1
458,RA-458,Aluno-458,2,2022,6.512,Ágata,5.0,5.6,7.7,8.0,7.5,,5.833,-1
459,RA-459,Aluno-459,2,2022,7.28,Ametista,5.0,7.3,9.1,7.0,8.1,,7.222,-1
460,RA-460,Aluno-460,2,2022,5.711,Quartzo,5.0,3.3,8.1,6.8,7.5,,5.056,-1
461,RA-461,Aluno-461,2,2022,5.451,Quartzo,5.0,3.8,6.7,0.0,7.5,,7.222,-1
462,RA-462,Aluno-462,2,2022,6.626,Ágata,5.0,3.6,8.5,10.0,7.5,,6.778,-2
463,RA-463,Aluno-463,2,2022,6.41,Ágata,5.0,2.5,7.8,10.0,7.5,,7.389,-1
464,RA-464,Aluno-464,2,2022,6.745,Ágata,5.0,4.8,8.0,7.5,7.5,,7.722,-1
465,RA-465,Aluno-465,2,2022,8.012,Ametista,10.0,7.8,7.9,8.0,7.5,,8.444,0
466,RA-466,Aluno-466,2,2022,6.826,Ágata,5.0,3.3,9.7,8.5,7.5,,7.556,-1
467,RA-467,Aluno-467,2,2022,6.38,Ágata,5.0,5.5,8.4,5.8,5.0,,7.111,-1
468,RA-468,Aluno-468,2,2022,6.313,Ágata,5.0,4.1,6.7,9.5,7.5,,6.722,-1
469,RA-469,Aluno-469,2,2022,7.624,Ametista,10.0,5.7,9.6,9.0,5.0,,7.833,0
470,RA-470,Aluno-470,2,2022,7.378,Ametista,5.0,6.3,9.7,8.0,7.5,,7.5,-1
471,RA-471,Aluno-471,2,2022,6.535,Ágata,5.0,6.3,8.5,3.5,5.0,,8.056,-1
472,RA-472,Aluno-472,2,2022,5.93,Quartzo,5.0,2.0,7.0,9.0,7.5,,7.056,-1
473,RA-473,Aluno-473,2,2022,5.915,Quartzo,5.0,4.3,6.1,8.0,7.5,,5.889,-1
474,RA-474,Aluno-474,2,2022,6.446,Ágata,5.0,3.0,9.1,9.5,7.5,,6.0,-1
475,RA-475,Aluno-475,2,2022,7.199,Ametista,5.0,5.8,9.2,8.5,7.5,,7.667,-1
476,RA-476,Aluno-476,2,2022,6.931,Ágata,5.0,5.5,9.3,9.0,4.4,,7.556,-1
477,RA-477,Aluno-477,2,2022,3.633,Quartzo,5.0,0.7,5.0,0.0,5.6,,4.5,-1
478,RA-478,Aluno-478,2,2022,6.709,Ágata,5.0,4.9,9.1,8.5,5.6,,7.056,-1
479,RA-479,Aluno-479,1,2022,8.465,Topázio,5.0,9.8,9.2,8.0,7.5,,9.5,-1
480,RA-480,Aluno-480,1,2022,7.502,Ametista,5.0,6.3,8.8,9.0,7.5,,8.444,-1
481,RA-481,Aluno-481,1,2022,7.21,Ametista,10.0,5.2,8.0,9.0,7.5,,6.889,0
482,RA-482,Aluno-482,1,2022,6.866,Ágata,5.0,5.5,7.9,10.0,7.5,,6.833,-1
483,RA-483,Aluno-483,1,2022,5.263,Quartzo,5.0,2.4,4.8,9.0,5.0,,6.833,-1
484,RA-484,Aluno-484,1,2022,6.71,Ágata,5.0,6.5,8.7,9.5,5.0,,6.389,-1
485,RA-485,Aluno-485,1,2022,4.742,Quartzo,5.0,1.2,4.0,9.5,7.5,,5.444,-1
486,RA-486,Aluno-486,1,2022,7.621,Ametista,5.0,7.3,9.9,10.0,7.5,,7.222,-1
487,RA-487,Aluno-487,1,2022,8.417,Topázio,5.0,9.6,9.7,7.5,7.5,,9.333,-1
488,RA-488,Aluno-488,1,2022,7.413,Ametista,5.0,7.3,8.8,8.5,7.5,,7.722,-1
489,RA-489,Aluno-489,1,2022,5.853,Quartzo,10.0,0.0,7.2,9.0,7.5,,6.5,0
490,RA-490,Aluno-490,1,2022,7.576,Ametista,5.0,7.7,8.2,7.9,7.5,,8.722,-1
491,RA-491,Aluno-491,1,2022,7.461,Ametista,5.0,7.0,9.7,7.5,7.5,,7.722,-1
492,RA-492,Aluno-492,1,2022,7.678,Ametista,5.0,7.1,8.8,10.0,7.5,,8.278,-1
493,RA-493,Aluno-493,1,2022,8.306,Topázio,10.0,7.2,9.4,10.0,7.5,,8.278,0
494,RA-494,Aluno-494,1,2022,6.407,Ágata,5.0,5.8,8.3,6.4,5.0,,6.944,-1
495,RA-495,Aluno-495,1,2022,7.857,Ametista,5.0,8.4,8.9,9.0,7.5,,8.056,-1
496,RA-496,Aluno-496,1,2022,6.683,Ágata,5.0,5.7,6.8,8.5,7.5,,7.556,-1
497,RA-497,Aluno-497,1,2022,6.323,Ágata,5.0,5.1,9.2,6.9,5.0,,5.833,-2
